tenantIdentifier,macroeconomicVariableName,macroeconomicVariableDescription,macroeconomicVariableType,macroeconomicVariableUnits,macroeconomicVariableCurrency,macroeconomicVariableFactor,scenarioStudioMnemonics,databuffetMnemonic
moodys,"USA Yuma, AZ Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MYUM,FHX1MED.IUSA_MYUM
moodys,"USA Abilene, TX Unemployment Rate",,,Percentage,,,FLBR_IUSA_MABI,FLBR.IUSA_MABI
moodys,"USA Aguadilla-Isabela, PR Unemployment Rate",,,Percentage,,,FLBR_IUSA_MAGD,FLBR.IUSA_MAGD
moodys,"USA Akron, OH Unemployment Rate",,,Percentage,,,FLBR_IUSA_MAKR,FLBR.IUSA_MAKR
moodys,"USA Albany, GA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MALN,FLBR.IUSA_MALN
moodys,"USA Albany, OR Unemployment Rate",,,Percentage,,,FLBR_IUSA_MABA,FLBR.IUSA_MABA
moodys,"USA Albany-Schenectady-Troy, NY Unemployment Rate",,,Percentage,,,FLBR_IUSA_MALA,FLBR.IUSA_MALA
moodys,"USA Albuquerque, NM Unemployment Rate",,,Percentage,,,FLBR_IUSA_MALB,FLBR.IUSA_MALB
moodys,"USA Alexandria, LA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MALE,FLBR.IUSA_MALE
moodys,"USA Allentown-Bethlehem-Easton, PA-NJ Unemployment Rate",,,Percentage,,,FLBR_IUSA_MALL,FLBR.IUSA_MALL
moodys,"USA Altoona, PA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MALT,FLBR.IUSA_MALT
moodys,"USA Amarillo, TX Unemployment Rate",,,Percentage,,,FLBR_IUSA_MAMA,FLBR.IUSA_MAMA
moodys,"USA Ames, IA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MAME,FLBR.IUSA_MAME
moodys,"USA Anchorage, AK Unemployment Rate",,,Percentage,,,FLBR_IUSA_MANC,FLBR.IUSA_MANC
moodys,"USA Ann Arbor, MI Unemployment Rate",,,Percentage,,,FLBR_IUSA_MANN,FLBR.IUSA_MANN
moodys,"USA Anniston-Oxford-Jacksonville, AL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MANI,FLBR.IUSA_MANI
moodys,"USA Appleton, WI Unemployment Rate",,,Percentage,,,FLBR_IUSA_MAPP,FLBR.IUSA_MAPP
moodys,"USA Arecibo, PR Unemployment Rate",,,Percentage,,,FLBR_IUSA_MARE,FLBR.IUSA_MARE
moodys,"USA Asheville, NC Unemployment Rate",,,Percentage,,,FLBR_IUSA_MASH,FLBR.IUSA_MASH
moodys,"USA Athens-Clarke County, GA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MATH,FLBR.IUSA_MATH
moodys,"USA Atlanta-Sandy Springs-Roswell, GA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MATL,FLBR.IUSA_MATL
moodys,"USA Atlantic City-Hammonton, NJ Unemployment Rate",,,Percentage,,,FLBR_IUSA_MATA,FLBR.IUSA_MATA
moodys,"USA Auburn-Opelika, AL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MAUB,FLBR.IUSA_MAUB
moodys,"USA Augusta-Richmond County, GA-SC Unemployment Rate",,,Percentage,,,FLBR_IUSA_MAUG,FLBR.IUSA_MAUG
moodys,"USA Austin-Round Rock, TX Unemployment Rate",,,Percentage,,,FLBR_IUSA_MAUS,FLBR.IUSA_MAUS
moodys,"USA Bakersfield, CA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBAK,FLBR.IUSA_MBAK
moodys,"USA Baltimore-Columbia-Towson, MD Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBAL,FLBR.IUSA_MBAL
moodys,"USA Bangor, ME Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBAN,FLBR.IUSA_MBAN
moodys,"USA Barnstable Town, MA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBAR,FLBR.IUSA_MBAR
moodys,"USA Baton Rouge, LA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBAT,FLBR.IUSA_MBAT
moodys,"USA Battle Creek, MI Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBCR,FLBR.IUSA_MBCR
moodys,"USA Bay City, MI Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBCY,FLBR.IUSA_MBCY
moodys,"USA Beaumont-Port Arthur, TX Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBEA,FLBR.IUSA_MBEA
moodys,"USA Beckley, WV Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBEE,FLBR.IUSA_MBEE
moodys,"USA Bellingham, WA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBEL,FLBR.IUSA_MBEL
moodys,"USA Bend-Redmond, OR Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBND,FLBR.IUSA_MBND
moodys,"USA Billings, MT Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBIL,FLBR.IUSA_MBIL
moodys,"USA Binghamton, NY Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBIN,FLBR.IUSA_MBIN
moodys,"USA Birmingham-Hoover, AL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBIR,FLBR.IUSA_MBIR
moodys,"USA Bismarck, ND Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBSM,FLBR.IUSA_MBSM
moodys,"USA Blacksburg-Christiansburg-Radford, VA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBLC,FLBR.IUSA_MBLC
moodys,"USA Bloomington, IL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBLO,FLBR.IUSA_MBLO
moodys,"USA Bloomington, IN Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBLM,FLBR.IUSA_MBLM
moodys,"USA Bloomsburg-Berwick, PA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBOM,FLBR.IUSA_MBOM
moodys,"USA Boise City, ID Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBOI,FLBR.IUSA_MBOI
moodys,"USA Boston-Cambridge-Newton, MA-NH Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBOS,FLBR.IUSA_MBOS
moodys,"USA Boulder, CO Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBLD,FLBR.IUSA_MBLD
moodys,"USA Bowling Green, KY Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBOW,FLBR.IUSA_MBOW
moodys,"USA Bremerton-Silverdale, WA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBRE,FLBR.IUSA_MBRE
moodys,"USA Bridgeport-Stamford-Norwalk, CT Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBRP,FLBR.IUSA_MBRP
moodys,"USA Brownsville-Harlingen, TX Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBRW,FLBR.IUSA_MBRW
moodys,"USA Brunswick, GA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBSW,FLBR.IUSA_MBSW
moodys,"USA Buffalo-Cheektowaga-Niagara Falls, NY Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBUF,FLBR.IUSA_MBUF
moodys,"USA Burlington, NC Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBUN,FLBR.IUSA_MBUN
moodys,"USA Burlington-South Burlington, VT Unemployment Rate",,,Percentage,,,FLBR_IUSA_MBUR,FLBR.IUSA_MBUR
moodys,"USA California-Lexington Park, MD Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCAL,FLBR.IUSA_MCAL
moodys,"USA Canton-Massillon, OH Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCAN,FLBR.IUSA_MCAN
moodys,"USA Cape Coral-Fort Myers, FL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCCF,FLBR.IUSA_MCCF
moodys,"USA Cape Girardeau, MO-IL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCAJ,FLBR.IUSA_MCAJ
moodys,"USA Carbondale-Marion, IL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCRB,FLBR.IUSA_MCRB
moodys,"USA Carson City, NV Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCAR,FLBR.IUSA_MCAR
moodys,"USA Casper, WY Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCAS,FLBR.IUSA_MCAS
moodys,"USA Cedar Rapids, IA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCED,FLBR.IUSA_MCED
moodys,"USA Chambersburg-Waynesboro, PA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCBE,FLBR.IUSA_MCBE
moodys,"USA Champaign-Urbana, IL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCHA,FLBR.IUSA_MCHA
moodys,"USA Charleston, WV Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCHW,FLBR.IUSA_MCHW
moodys,"USA Charleston-North Charleston, SC Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCHS,FLBR.IUSA_MCHS
moodys,"USA Charlotte-Concord-Gastonia, NC-SC Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCHR,FLBR.IUSA_MCHR
moodys,"USA Charlottesville, VA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCHV,FLBR.IUSA_MCHV
moodys,"USA Chattanooga, TN-GA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCHT,FLBR.IUSA_MCHT
moodys,"USA Cheyenne, WY Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCHE,FLBR.IUSA_MCHE
moodys,"USA Chicago-Naperville-Elgin, IL-IN-WI Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCHI,FLBR.IUSA_MCHI
moodys,"USA Chico, CA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCHO,FLBR.IUSA_MCHO
moodys,"USA Cincinnati, OH-KY-IN Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCIN,FLBR.IUSA_MCIN
moodys,"USA Clarksville, TN-KY Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCLA,FLBR.IUSA_MCLA
moodys,"USA Cleveland, TN Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCLD,FLBR.IUSA_MCLD
moodys,"USA Cleveland-Elyria, OH Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCLE,FLBR.IUSA_MCLE
moodys,"USA Coeur d'Alene, ID Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCOE,FLBR.IUSA_MCOE
moodys,"USA College Station-Bryan, TX Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCSB,FLBR.IUSA_MCSB
moodys,"USA Colorado Springs, CO Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCOO,FLBR.IUSA_MCOO
moodys,"USA Columbia, MO Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCOM,FLBR.IUSA_MCOM
moodys,"USA Columbia, SC Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCOS,FLBR.IUSA_MCOS
moodys,"USA Columbus, GA-AL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCOL,FLBR.IUSA_MCOL
moodys,"USA Columbus, IN Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCON,FLBR.IUSA_MCON
moodys,"USA Columbus, OH Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCOU,FLBR.IUSA_MCOU
moodys,"USA Corpus Christi, TX Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCOR,FLBR.IUSA_MCOR
moodys,"USA Corvallis, OR Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCOV,FLBR.IUSA_MCOV
moodys,"USA Crestview-Fort Walton Beach-Destin, FL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCRE,FLBR.IUSA_MCRE
moodys,"USA Cumberland, MD-WV Unemployment Rate",,,Percentage,,,FLBR_IUSA_MCUM,FLBR.IUSA_MCUM
moodys,"USA Dallas-Fort Worth-Arlington, TX Unemployment Rate",,,Percentage,,,FLBR_IUSA_MDAL,FLBR.IUSA_MDAL
moodys,"USA Dalton, GA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MDAG,FLBR.IUSA_MDAG
moodys,"USA Danville, IL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MDAI,FLBR.IUSA_MDAI
moodys,"USA Daphne-Fairhope-Foley, AL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MDAP,FLBR.IUSA_MDAP
moodys,"USA Davenport-Moline-Rock Island, IA-IL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MDAV,FLBR.IUSA_MDAV
moodys,"USA Dayton, OH Unemployment Rate",,,Percentage,,,FLBR_IUSA_MDAY,FLBR.IUSA_MDAY
moodys,"USA Decatur, AL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MDEZ,FLBR.IUSA_MDEZ
moodys,"USA Decatur, IL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MDEC,FLBR.IUSA_MDEC
moodys,"USA Deltona-Daytona Beach-Ormond Beach, FL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MDEL,FLBR.IUSA_MDEL
moodys,"USA Denver-Aurora-Lakewood, CO Unemployment Rate",,,Percentage,,,FLBR_IUSA_MDEN,FLBR.IUSA_MDEN
moodys,"USA Des Moines-West Des Moines, IA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MDES,FLBR.IUSA_MDES
moodys,"USA Detroit-Warren-Dearborn, MI Unemployment Rate",,,Percentage,,,FLBR_IUSA_MDET,FLBR.IUSA_MDET
moodys,"USA Dothan, AL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MDOT,FLBR.IUSA_MDOT
moodys,"USA Dover, DE Unemployment Rate",,,Percentage,,,FLBR_IUSA_MDOV,FLBR.IUSA_MDOV
moodys,"USA Dubuque, IA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MDUB,FLBR.IUSA_MDUB
moodys,"USA Duluth, MN-WI Unemployment Rate",,,Percentage,,,FLBR_IUSA_MDUL,FLBR.IUSA_MDUL
moodys,"USA Durham-Chapel Hill, NC Unemployment Rate",,,Percentage,,,FLBR_IUSA_MDUR,FLBR.IUSA_MDUR
moodys,"USA East Stroudsburg, PA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MEAS,FLBR.IUSA_MEAS
moodys,"USA Eau Claire, WI Unemployment Rate",,,Percentage,,,FLBR_IUSA_MEAU,FLBR.IUSA_MEAU
moodys,"USA El Centro, CA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MELC,FLBR.IUSA_MELC
moodys,"USA El Paso, TX Unemployment Rate",,,Percentage,,,FLBR_IUSA_MELP,FLBR.IUSA_MELP
moodys,"USA Elizabethtown-Fort Knox, KY Unemployment Rate",,,Percentage,,,FLBR_IUSA_MELI,FLBR.IUSA_MELI
moodys,"USA Elkhart-Goshen, IN Unemployment Rate",,,Percentage,,,FLBR_IUSA_MELK,FLBR.IUSA_MELK
moodys,"USA Elmira, NY Unemployment Rate",,,Percentage,,,FLBR_IUSA_MELM,FLBR.IUSA_MELM
moodys,"USA Enid, OK Unemployment Rate",,,Percentage,,,FLBR_IUSA_MEND,FLBR.IUSA_MEND
moodys,"USA Erie, PA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MERI,FLBR.IUSA_MERI
moodys,"USA Eugene, OR Unemployment Rate",,,Percentage,,,FLBR_IUSA_MEUG,FLBR.IUSA_MEUG
moodys,"USA Evansville, IN-KY Unemployment Rate",,,Percentage,,,FLBR_IUSA_MEVA,FLBR.IUSA_MEVA
moodys,"USA Fairbanks, AK Unemployment Rate",,,Percentage,,,FLBR_IUSA_MFAI,FLBR.IUSA_MFAI
moodys,"USA Fargo, ND-MN Unemployment Rate",,,Percentage,,,FLBR_IUSA_MFAR,FLBR.IUSA_MFAR
moodys,"USA Farmington, NM Unemployment Rate",,,Percentage,,,FLBR_IUSA_MFAM,FLBR.IUSA_MFAM
moodys,"USA Fayetteville, NC Unemployment Rate",,,Percentage,,,FLBR_IUSA_MFAE,FLBR.IUSA_MFAE
moodys,"USA Fayetteville-Springdale-Rogers, AR-MO Unemployment Rate",,,Percentage,,,FLBR_IUSA_MFAY,FLBR.IUSA_MFAY
moodys,"USA Flagstaff, AZ Unemployment Rate",,,Percentage,,,FLBR_IUSA_MFLA,FLBR.IUSA_MFLA
moodys,"USA Flint, MI Unemployment Rate",,,Percentage,,,FLBR_IUSA_MFLI,FLBR.IUSA_MFLI
moodys,"USA Florence, SC Unemployment Rate",,,Percentage,,,FLBR_IUSA_MFLO,FLBR.IUSA_MFLO
moodys,"USA Florence-Muscle Shoals, AL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MFLR,FLBR.IUSA_MFLR
moodys,"USA Fond du Lac, WI Unemployment Rate",,,Percentage,,,FLBR_IUSA_MFLW,FLBR.IUSA_MFLW
moodys,"USA Fort Collins, CO Unemployment Rate",,,Percentage,,,FLBR_IUSA_MFOC,FLBR.IUSA_MFOC
moodys,"USA Fort Smith, AR-OK Unemployment Rate",,,Percentage,,,FLBR_IUSA_MFOR,FLBR.IUSA_MFOR
moodys,"USA Fort Wayne, IN Unemployment Rate",,,Percentage,,,FLBR_IUSA_MFOW,FLBR.IUSA_MFOW
moodys,"USA Fresno, CA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MFRE,FLBR.IUSA_MFRE
moodys,"USA Gadsden, AL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGAD,FLBR.IUSA_MGAD
moodys,"USA Gainesville, FL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGAI,FLBR.IUSA_MGAI
moodys,"USA Gainesville, GA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGAG,FLBR.IUSA_MGAG
moodys,"USA Gettysburg, PA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGET,FLBR.IUSA_MGET
moodys,"USA Glens Falls, NY Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGLF,FLBR.IUSA_MGLF
moodys,"USA Goldsboro, NC Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGOL,FLBR.IUSA_MGOL
moodys,"USA Grand Forks, ND-MN Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGRF,FLBR.IUSA_MGRF
moodys,"USA Grand Island, NE Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGRD,FLBR.IUSA_MGRD
moodys,"USA Grand Junction, CO Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGRJ,FLBR.IUSA_MGRJ
moodys,"USA Grand Rapids-Wyoming, MI Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGRA,FLBR.IUSA_MGRA
moodys,"USA Grants Pass, OR Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGRP,FLBR.IUSA_MGRP
moodys,"USA Great Falls, MT Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGRE,FLBR.IUSA_MGRE
moodys,"USA Greeley, CO Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGRL,FLBR.IUSA_MGRL
moodys,"USA Green Bay, WI Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGRB,FLBR.IUSA_MGRB
moodys,"USA Greensboro-High Point, NC Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGRN,FLBR.IUSA_MGRN
moodys,"USA Greenville, NC Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGVL,FLBR.IUSA_MGVL
moodys,"USA Greenville-Anderson-Mauldin, SC Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGRV,FLBR.IUSA_MGRV
moodys,"USA Guayama, PR Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGUA,FLBR.IUSA_MGUA
moodys,"USA Gulfport-Biloxi-Pascagoula, MS Unemployment Rate",,,Percentage,,,FLBR_IUSA_MGUL,FLBR.IUSA_MGUL
moodys,"USA Hagerstown-Martinsburg, MD-WV Unemployment Rate",,,Percentage,,,FLBR_IUSA_MHAS,FLBR.IUSA_MHAS
moodys,"USA Hammond, LA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MHMD,FLBR.IUSA_MHMD
moodys,"USA Hanford-Corcoran, CA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MHAF,FLBR.IUSA_MHAF
moodys,"USA Harrisburg-Carlisle, PA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MHAI,FLBR.IUSA_MHAI
moodys,"USA Harrisonburg, VA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MHAN,FLBR.IUSA_MHAN
moodys,"USA Hartford-West Hartford-East Hartford, CT Unemployment Rate",,,Percentage,,,FLBR_IUSA_MHAR,FLBR.IUSA_MHAR
moodys,"USA Hattiesburg, MS Unemployment Rate",,,Percentage,,,FLBR_IUSA_MHAT,FLBR.IUSA_MHAT
moodys,"USA Hickory-Lenoir-Morganton, NC Unemployment Rate",,,Percentage,,,FLBR_IUSA_MHIC,FLBR.IUSA_MHIC
moodys,"USA Hilton Head Island-Bluffton-Beaufort, SC Unemployment Rate",,,Percentage,,,FLBR_IUSA_MHIT,FLBR.IUSA_MHIT
moodys,"USA Hinesville, GA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MHIN,FLBR.IUSA_MHIN
moodys,"USA Homosassa Springs, FL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MHOM,FLBR.IUSA_MHOM
moodys,"USA Hot Springs, AR Unemployment Rate",,,Percentage,,,FLBR_IUSA_MHOT,FLBR.IUSA_MHOT
moodys,"USA Houma-Thibodaux, LA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MHMT,FLBR.IUSA_MHMT
moodys,"USA Houston-The Woodlands-Sugar Land, TX Unemployment Rate",,,Percentage,,,FLBR_IUSA_MHOU,FLBR.IUSA_MHOU
moodys,"USA Huntington-Ashland, WV-KY-OH Unemployment Rate",,,Percentage,,,FLBR_IUSA_MHUT,FLBR.IUSA_MHUT
moodys,"USA Huntsville, AL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MHUN,FLBR.IUSA_MHUN
moodys,"USA Idaho Falls, ID Unemployment Rate",,,Percentage,,,FLBR_IUSA_MIDA,FLBR.IUSA_MIDA
moodys,"USA Indianapolis-Carmel-Anderson, IN Unemployment Rate",,,Percentage,,,FLBR_IUSA_MIND,FLBR.IUSA_MIND
moodys,"USA Iowa City, IA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MIOW,FLBR.IUSA_MIOW
moodys,"USA Ithaca, NY Unemployment Rate",,,Percentage,,,FLBR_IUSA_MITH,FLBR.IUSA_MITH
moodys,"USA Jackson, MI Unemployment Rate",,,Percentage,,,FLBR_IUSA_MJAK,FLBR.IUSA_MJAK
moodys,"USA Jackson, MS Unemployment Rate",,,Percentage,,,FLBR_IUSA_MJAM,FLBR.IUSA_MJAM
moodys,"USA Jackson, TN Unemployment Rate",,,Percentage,,,FLBR_IUSA_MJAT,FLBR.IUSA_MJAT
moodys,"USA Jacksonville, FL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MJAC,FLBR.IUSA_MJAC
moodys,"USA Jacksonville, NC Unemployment Rate",,,Percentage,,,FLBR_IUSA_MJAS,FLBR.IUSA_MJAS
moodys,"USA Janesville-Beloit, WI Unemployment Rate",,,Percentage,,,FLBR_IUSA_MJAN,FLBR.IUSA_MJAN
moodys,"USA Jefferson City, MO Unemployment Rate",,,Percentage,,,FLBR_IUSA_MJEF,FLBR.IUSA_MJEF
moodys,"USA Johnson City, TN Unemployment Rate",,,Percentage,,,FLBR_IUSA_MJON,FLBR.IUSA_MJON
moodys,"USA Johnstown, PA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MJOH,FLBR.IUSA_MJOH
moodys,"USA Jonesboro, AR Unemployment Rate",,,Percentage,,,FLBR_IUSA_MJOB,FLBR.IUSA_MJOB
moodys,"USA Joplin, MO Unemployment Rate",,,Percentage,,,FLBR_IUSA_MJOP,FLBR.IUSA_MJOP
moodys,"USA Kahului-Wailuku-Lahaina, HI Unemployment Rate",,,Percentage,,,FLBR_IUSA_MKAH,FLBR.IUSA_MKAH
moodys,"USA Kalamazoo-Portage, MI Unemployment Rate",,,Percentage,,,FLBR_IUSA_MKAL,FLBR.IUSA_MKAL
moodys,"USA Kankakee, IL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MKAK,FLBR.IUSA_MKAK
moodys,"USA Kansas City, MO-KS Unemployment Rate",,,Percentage,,,FLBR_IUSA_MKAN,FLBR.IUSA_MKAN
moodys,"USA Kennewick-Richland, WA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MKNE,FLBR.IUSA_MKNE
moodys,"USA Killeen-Temple, TX Unemployment Rate",,,Percentage,,,FLBR_IUSA_MKIL,FLBR.IUSA_MKIL
moodys,"USA Kingsport-Bristol-Bristol, TN-VA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MKIN,FLBR.IUSA_MKIN
moodys,"USA Kingston, NY Unemployment Rate",,,Percentage,,,FLBR_IUSA_MKIS,FLBR.IUSA_MKIS
moodys,"USA Knoxville, TN Unemployment Rate",,,Percentage,,,FLBR_IUSA_MKNO,FLBR.IUSA_MKNO
moodys,"USA Kokomo, IN Unemployment Rate",,,Percentage,,,FLBR_IUSA_MKOK,FLBR.IUSA_MKOK
moodys,"USA La Crosse-Onalaska, WI-MN Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLAR,FLBR.IUSA_MLAR
moodys,"USA Lafayette, LA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLAA,FLBR.IUSA_MLAA
moodys,"USA Lafayette-West Lafayette, IN Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLAF,FLBR.IUSA_MLAF
moodys,"USA Lake Charles, LA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLAK,FLBR.IUSA_MLAK
moodys,"USA Lake Havasu City-Kingman, AZ Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLAH,FLBR.IUSA_MLAH
moodys,"USA Lakeland-Winter Haven, FL Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLAE,FLBR.IUSA_MLAE
moodys,"USA Lancaster, PA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLAC,FLBR.IUSA_MLAC
moodys,"USA Lansing-East Lansing, MI Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLAN,FLBR.IUSA_MLAN
moodys,"USA Laredo, TX Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLAD,FLBR.IUSA_MLAD
moodys,"USA Las Cruces, NM Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLSC,FLBR.IUSA_MLSC
moodys,"USA Las Vegas-Henderson-Paradise, NV Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLAS,FLBR.IUSA_MLAS
moodys,"USA Lawrence, KS Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLWR,FLBR.IUSA_MLWR
moodys,"USA Lawton, OK Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLAT,FLBR.IUSA_MLAT
moodys,"USA Lebanon, PA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLEB,FLBR.IUSA_MLEB
moodys,"USA Lewiston, ID-WA Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLET,FLBR.IUSA_MLET
moodys,"USA Lewiston-Auburn, ME Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLEW,FLBR.IUSA_MLEW
moodys,"USA Lexington-Fayette, KY Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLEX,FLBR.IUSA_MLEX
moodys,"USA Lima, OH Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLIM,FLBR.IUSA_MLIM
moodys,"USA Lincoln, NE Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLIN,FLBR.IUSA_MLIN
moodys,"USA Little Rock-North Little Rock-Conway, AR Unemployment Rate",,,Percentage,,,FLBR_IUSA_MLIT,FLBR.IUSA_MLIT
