tenantIdentifier,macroeconomicVariableName,macroeconomicVariableDescription,macroeconomicVariableType,macroeconomicVariableUnits,macroeconomicVariableCurrency,macroeconomicVariableFactor,scenarioStudioMnemonics,databuffetMnemonic
moodys,"USA Kokomo, IN Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MKOK,FHX1MED.IUSA_MKOK
moodys,"USA La Crosse-Onalaska, WI-MN Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLAR,FHX1MED.IUSA_MLAR
moodys,"USA Lafayette, LA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLAA,FHX1MED.IUSA_MLAA
moodys,"USA Lafayette-West Lafayette, IN Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLAF,FHX1MED.IUSA_MLAF
moodys,"USA Lake Charles, LA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLAK,FHX1MED.IUSA_MLAK
moodys,"USA Lake Havasu City-Kingman, AZ Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLAH,FHX1MED.IUSA_MLAH
moodys,"USA Lakeland-Winter Haven, FL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLAE,FHX1MED.IUSA_MLAE
moodys,"USA Lancaster, PA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLAC,FHX1MED.IUSA_MLAC
moodys,"USA Lansing-East Lansing, MI Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLAN,FHX1MED.IUSA_MLAN
moodys,"USA Laredo, TX Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLAD,FHX1MED.IUSA_MLAD
moodys,"USA Las Cruces, NM Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLSC,FHX1MED.IUSA_MLSC
moodys,"USA Las Vegas-Henderson-Paradise, NV Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLAS,FHX1MED.IUSA_MLAS
moodys,"USA Lawrence, KS Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLWR,FHX1MED.IUSA_MLWR
moodys,"USA Lawton, OK Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLAT,FHX1MED.IUSA_MLAT
moodys,"USA Lebanon, PA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLEB,FHX1MED.IUSA_MLEB
moodys,"USA Lewiston, ID-WA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLET,FHX1MED.IUSA_MLET
moodys,"USA Lewiston-Auburn, ME Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLEW,FHX1MED.IUSA_MLEW
moodys,"USA Lexington-Fayette, KY Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLEX,FHX1MED.IUSA_MLEX
moodys,"USA Lima, OH Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLIM,FHX1MED.IUSA_MLIM
moodys,"USA Lincoln, NE Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLIN,FHX1MED.IUSA_MLIN
moodys,"USA Little Rock-North Little Rock-Conway, AR Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLIT,FHX1MED.IUSA_MLIT
moodys,"USA Logan, UT-ID Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLOA,FHX1MED.IUSA_MLOA
moodys,"USA Longview, TX Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLOG,FHX1MED.IUSA_MLOG
moodys,"USA Longview, WA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLON,FHX1MED.IUSA_MLON
moodys,"USA Los Angeles-Long Beach-Anaheim, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLOS,FHX1MED.IUSA_MLOS
moodys,"USA Louisville/Jefferson County, KY-IN Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLOU,FHX1MED.IUSA_MLOU
moodys,"USA Lubbock, TX Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLUB,FHX1MED.IUSA_MLUB
moodys,"USA Lynchburg, VA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MLYN,FHX1MED.IUSA_MLYN
moodys,"USA Macon, GA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMAC,FHX1MED.IUSA_MMAC
moodys,"USA Madera, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMAR,FHX1MED.IUSA_MMAR
moodys,"USA Madison, WI Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMAD,FHX1MED.IUSA_MMAD
moodys,"USA Manchester-Nashua, NH Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMNC,FHX1MED.IUSA_MMNC
moodys,"USA Manhattan, KS Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMAN,FHX1MED.IUSA_MMAN
moodys,"USA Mankato-North Mankato, MN Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMAM,FHX1MED.IUSA_MMAM
moodys,"USA Mansfield, OH Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMAS,FHX1MED.IUSA_MMAS
moodys,"USA Mayaguez, PR Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMAY,FHX1MED.IUSA_MMAY
moodys,"USA McAllen-Edinburg-Mission, TX Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMCA,FHX1MED.IUSA_MMCA
moodys,"USA Medford, OR Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMED,FHX1MED.IUSA_MMED
moodys,"USA Memphis, TN-MS-AR Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMEM,FHX1MED.IUSA_MMEM
moodys,"USA Merced, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMCD,FHX1MED.IUSA_MMCD
moodys,"USA Miami-Fort Lauderdale-West Palm Beach, FL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMIA,FHX1MED.IUSA_MMIA
moodys,"USA Michigan City-La Porte, IN Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMIC,FHX1MED.IUSA_MMIC
moodys,"USA Midland, MI Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMIM,FHX1MED.IUSA_MMIM
moodys,"USA Midland, TX Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMID,FHX1MED.IUSA_MMID
moodys,"USA Milwaukee-Waukesha-West Allis, WI Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMIL,FHX1MED.IUSA_MMIL
moodys,"USA Minneapolis-St. Paul-Bloomington, MN-WI Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMIN,FHX1MED.IUSA_MMIN
moodys,"USA Missoula, MT Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMIS,FHX1MED.IUSA_MMIS
moodys,"USA Mobile, AL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMOB,FHX1MED.IUSA_MMOB
moodys,"USA Modesto, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMOD,FHX1MED.IUSA_MMOD
moodys,"USA Monroe, LA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMOR,FHX1MED.IUSA_MMOR
moodys,"USA Monroe, MI Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMOE,FHX1MED.IUSA_MMOE
moodys,"USA Montgomery, AL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMON,FHX1MED.IUSA_MMON
moodys,"USA Morgantown, WV Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMOG,FHX1MED.IUSA_MMOG
moodys,"USA Morristown, TN Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMOW,FHX1MED.IUSA_MMOW
moodys,"USA Mount Vernon-Anacortes, WA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMOV,FHX1MED.IUSA_MMOV
moodys,"USA Muncie, IN Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMUN,FHX1MED.IUSA_MMUN
moodys,"USA Muskegon, MI Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMUS,FHX1MED.IUSA_MMUS
moodys,"USA Myrtle Beach-Conway-North Myrtle Beach, SC-NC Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MMYB,FHX1MED.IUSA_MMYB
moodys,"USA Napa, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MNAA,FHX1MED.IUSA_MNAA
moodys,"USA Naples-Immokalee-Marco Island, FL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MNAP,FHX1MED.IUSA_MNAP
moodys,"USA Nashville-Davidson--Murfreesboro--Franklin, TN Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MNAH,FHX1MED.IUSA_MNAH
moodys,"USA New Bern, NC Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MNBN,FHX1MED.IUSA_MNBN
moodys,"USA New Haven-Milford, CT Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MNEH,FHX1MED.IUSA_MNEH
moodys,"USA New Orleans-Metairie, LA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MNEO,FHX1MED.IUSA_MNEO
moodys,"USA New York-Newark-Jersey City, NY-NJ-PA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MNEY,FHX1MED.IUSA_MNEY
moodys,"USA Niles-Benton Harbor, MI Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MNIL,FHX1MED.IUSA_MNIL
moodys,"USA North Port-Sarasota-Bradenton, FL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MNPT,FHX1MED.IUSA_MNPT
moodys,"USA Norwich-New London, CT Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MNOW,FHX1MED.IUSA_MNOW
moodys,"USA Ocala, FL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MOCA,FHX1MED.IUSA_MOCA
moodys,"USA Ocean City, NJ Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MOCE,FHX1MED.IUSA_MOCE
moodys,"USA Odessa, TX Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MODE,FHX1MED.IUSA_MODE
moodys,"USA Ogden-Clearfield, UT Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MOGD,FHX1MED.IUSA_MOGD
moodys,"USA Oklahoma City, OK Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MOKL,FHX1MED.IUSA_MOKL
moodys,"USA Olympia-Tumwater, WA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MOLY,FHX1MED.IUSA_MOLY
moodys,"USA Omaha-Council Bluffs, NE-IA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MOMA,FHX1MED.IUSA_MOMA
moodys,"USA Orlando-Kissimmee-Sanford, FL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MORL,FHX1MED.IUSA_MORL
moodys,"USA Oshkosh-Neenah, WI Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MOSH,FHX1MED.IUSA_MOSH
moodys,"USA Owensboro, KY Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MOWE,FHX1MED.IUSA_MOWE
moodys,"USA Oxnard-Thousand Oaks-Ventura, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MOXN,FHX1MED.IUSA_MOXN
moodys,"USA Palm Bay-Melbourne-Titusville, FL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPAL,FHX1MED.IUSA_MPAL
moodys,"USA Panama City, FL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPAN,FHX1MED.IUSA_MPAN
moodys,"USA Parkersburg-Vienna, WV Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPAR,FHX1MED.IUSA_MPAR
moodys,"USA Pensacola-Ferry Pass-Brent, FL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPEN,FHX1MED.IUSA_MPEN
moodys,"USA Peoria, IL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPEO,FHX1MED.IUSA_MPEO
moodys,"USA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPHI,FHX1MED.IUSA_MPHI
moodys,"USA Phoenix-Mesa-Scottsdale, AZ Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPHO,FHX1MED.IUSA_MPHO
moodys,"USA Pine Bluff, AR Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPIN,FHX1MED.IUSA_MPIN
moodys,"USA Pittsburgh, PA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPIT,FHX1MED.IUSA_MPIT
moodys,"USA Pittsfield, MA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPIS,FHX1MED.IUSA_MPIS
moodys,"USA Pocatello, ID Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPOC,FHX1MED.IUSA_MPOC
moodys,"USA Ponce, PR Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPON,FHX1MED.IUSA_MPON
moodys,"USA Port St. Lucie, FL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPSL,FHX1MED.IUSA_MPSL
moodys,"USA Portland-South Portland, ME Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPOR,FHX1MED.IUSA_MPOR
moodys,"USA Portland-Vancouver-Hillsboro, OR-WA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPOT,FHX1MED.IUSA_MPOT
moodys,"USA Prescott, AZ Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPRE,FHX1MED.IUSA_MPRE
moodys,"USA Providence-Warwick, RI-MA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPRO,FHX1MED.IUSA_MPRO
moodys,"USA Provo-Orem, UT Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPRV,FHX1MED.IUSA_MPRV
moodys,"USA Pueblo, CO Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPUE,FHX1MED.IUSA_MPUE
moodys,"USA Punta Gorda, FL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MPUG,FHX1MED.IUSA_MPUG
moodys,"USA Racine, WI Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MRAC,FHX1MED.IUSA_MRAC
moodys,"USA Raleigh, NC Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MRAL,FHX1MED.IUSA_MRAL
moodys,"USA Rapid City, SD Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MRAP,FHX1MED.IUSA_MRAP
moodys,"USA Reading, PA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MREA,FHX1MED.IUSA_MREA
moodys,"USA Redding, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MRED,FHX1MED.IUSA_MRED
moodys,"USA Reno, NV Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MREN,FHX1MED.IUSA_MREN
moodys,"USA Richmond, VA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MRIC,FHX1MED.IUSA_MRIC
moodys,"USA Riverside-San Bernardino-Ontario, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MRIV,FHX1MED.IUSA_MRIV
moodys,"USA Roanoke, VA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MROA,FHX1MED.IUSA_MROA
moodys,"USA Rochester, MN Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MROE,FHX1MED.IUSA_MROE
moodys,"USA Rochester, NY Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MROH,FHX1MED.IUSA_MROH
moodys,"USA Rockford, IL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MROC,FHX1MED.IUSA_MROC
moodys,"USA Rocky Mount, NC Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MROM,FHX1MED.IUSA_MROM
moodys,"USA Rome, GA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MROR,FHX1MED.IUSA_MROR
moodys,"USA Sacramento--Roseville--Arden-Arcade, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSAC,FHX1MED.IUSA_MSAC
moodys,"USA Saginaw, MI Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSAG,FHX1MED.IUSA_MSAG
moodys,"USA Salem, OR Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSAE,FHX1MED.IUSA_MSAE
moodys,"USA Salinas, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSAL,FHX1MED.IUSA_MSAL
moodys,"USA Salisbury, MD-DE Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSAS,FHX1MED.IUSA_MSAS
moodys,"USA Salt Lake City, UT Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSAY,FHX1MED.IUSA_MSAY
moodys,"USA San Angelo, TX Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSAO,FHX1MED.IUSA_MSAO
moodys,"USA San Antonio-New Braunfels, TX Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSAZ,FHX1MED.IUSA_MSAZ
moodys,"USA San Diego-Carlsbad, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSAN,FHX1MED.IUSA_MSAN
moodys,"USA San Francisco-Oakland-Hayward, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSAF,FHX1MED.IUSA_MSAF
moodys,"USA San German, PR Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSGN,FHX1MED.IUSA_MSGN
moodys,"USA San Jose-Sunnyvale-Santa Clara, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSAJ,FHX1MED.IUSA_MSAJ
moodys,"USA San Juan-Carolina-Caguas, PR Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSJN,FHX1MED.IUSA_MSJN
moodys,"USA San Luis Obispo-Paso Robles-Arroyo Grande, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSLO,FHX1MED.IUSA_MSLO
moodys,"USA Santa Cruz-Watsonville, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSAX,FHX1MED.IUSA_MSAX
moodys,"USA Santa Fe, NM Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSFE,FHX1MED.IUSA_MSFE
moodys,"USA Santa Maria-Santa Barbara, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSAT,FHX1MED.IUSA_MSAT
moodys,"USA Santa Rosa, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSAA,FHX1MED.IUSA_MSAA
moodys,"USA Savannah, GA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSAV,FHX1MED.IUSA_MSAV
moodys,"USA Scranton--Wilkes-Barre--Hazleton, PA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSWB,FHX1MED.IUSA_MSWB
moodys,"USA Seattle-Tacoma-Bellevue, WA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSEA,FHX1MED.IUSA_MSEA
moodys,"USA Sebastian-Vero Beach, FL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MVER,FHX1MED.IUSA_MVER
moodys,"USA Sebring, FL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSEB,FHX1MED.IUSA_MSEB
moodys,"USA Sheboygan, WI Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSHB,FHX1MED.IUSA_MSHB
moodys,"USA Sherman-Denison, TX Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSHE,FHX1MED.IUSA_MSHE
moodys,"USA Shreveport-Bossier City, LA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSHR,FHX1MED.IUSA_MSHR
moodys,"USA Sierra Vista-Douglas, AZ Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSIE,FHX1MED.IUSA_MSIE
moodys,"USA Sioux City, IA-NE-SD Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSIO,FHX1MED.IUSA_MSIO
moodys,"USA Sioux Falls, SD Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSIU,FHX1MED.IUSA_MSIU
moodys,"USA South Bend-Mishawaka, IN-MI Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSOU,FHX1MED.IUSA_MSOU
moodys,"USA Spartanburg, SC Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSPA,FHX1MED.IUSA_MSPA
moodys,"USA Spokane-Spokane Valley, WA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSPO,FHX1MED.IUSA_MSPO
moodys,"USA Springfield, IL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSPR,FHX1MED.IUSA_MSPR
moodys,"USA Springfield, MA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSPI,FHX1MED.IUSA_MSPI
moodys,"USA Springfield, MO Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSPM,FHX1MED.IUSA_MSPM
moodys,"USA Springfield, OH Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSPF,FHX1MED.IUSA_MSPF
moodys,"USA St. Cloud, MN Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSTC,FHX1MED.IUSA_MSTC
moodys,"USA St. George, UT Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSAU,FHX1MED.IUSA_MSAU
moodys,"USA St. Joseph, MO-KS Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSTJ,FHX1MED.IUSA_MSTJ
moodys,"USA St. Louis, MO-IL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSTL,FHX1MED.IUSA_MSTL
moodys,"USA State College, PA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSTG,FHX1MED.IUSA_MSTG
moodys,"USA Staunton-Waynesboro, VA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSTV,FHX1MED.IUSA_MSTV
moodys,"USA Stockton-Lodi, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSTO,FHX1MED.IUSA_MSTO
moodys,"USA Sumter, SC Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSUT,FHX1MED.IUSA_MSUT
moodys,"USA Syracuse, NY Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MSYR,FHX1MED.IUSA_MSYR
moodys,"USA Tallahassee, FL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MTAL,FHX1MED.IUSA_MTAL
moodys,"USA Tampa-St. Petersburg-Clearwater, FL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MTAM,FHX1MED.IUSA_MTAM
moodys,"USA Terre Haute, IN Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MTER,FHX1MED.IUSA_MTER
moodys,"USA Texarkana, TX-AR Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MTEX,FHX1MED.IUSA_MTEX
moodys,"USA The Villages, FL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MTHE,FHX1MED.IUSA_MTHE
moodys,"USA Toledo, OH Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MTOL,FHX1MED.IUSA_MTOL
moodys,"USA Topeka, KS Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MTOP,FHX1MED.IUSA_MTOP
moodys,"USA Trenton, NJ Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MTRE,FHX1MED.IUSA_MTRE
moodys,"USA Tucson, AZ Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MTUC,FHX1MED.IUSA_MTUC
moodys,"USA Tulsa, OK Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MTUL,FHX1MED.IUSA_MTUL
moodys,"USA Tuscaloosa, AL Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MTUS,FHX1MED.IUSA_MTUS
moodys,"USA Twin Falls, ID  Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MTWI,FHX1MED.IUSA_MTWI
moodys,"USA Tyler, TX Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MTYL,FHX1MED.IUSA_MTYL
moodys,"USA Urban Honolulu, HI Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MHON,FHX1MED.IUSA_MHON
moodys,"USA Utica-Rome, NY Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MUTI,FHX1MED.IUSA_MUTI
moodys,"USA Valdosta, GA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MVAD,FHX1MED.IUSA_MVAD
moodys,"USA Vallejo-Fairfield, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MVAL,FHX1MED.IUSA_MVAL
moodys,"USA Victoria, TX Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MVIC,FHX1MED.IUSA_MVIC
moodys,"USA Vineland-Bridgeton, NJ Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MVIN,FHX1MED.IUSA_MVIN
moodys,"USA Virginia Beach-Norfolk-Newport News, VA-NC Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MVIR,FHX1MED.IUSA_MVIR
moodys,"USA Visalia-Porterville, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MVIS,FHX1MED.IUSA_MVIS
moodys,"USA Waco, TX Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MWAC,FHX1MED.IUSA_MWAC
moodys,"USA Walla Walla, WA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MWAL,FHX1MED.IUSA_MWAL
moodys,"USA Warner Robins, GA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MWAR,FHX1MED.IUSA_MWAR
moodys,"USA Washington-Arlington-Alexandria, DC-VA-MD-WV Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MWAS,FHX1MED.IUSA_MWAS
moodys,"USA Waterloo-Cedar Falls, IA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MWAE,FHX1MED.IUSA_MWAE
moodys,"USA Watertown-Fort Drum, NY Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MWAD,FHX1MED.IUSA_MWAD
moodys,"USA Wausau, WI Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MWAU,FHX1MED.IUSA_MWAU
moodys,"USA Weirton-Steubenville, WV-OH Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MWEI,FHX1MED.IUSA_MWEI
moodys,"USA Wenatchee, WA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MWEN,FHX1MED.IUSA_MWEN
moodys,"USA Wheeling, WV-OH Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MWHE,FHX1MED.IUSA_MWHE
moodys,"USA Wichita Falls, TX Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MWIH,FHX1MED.IUSA_MWIH
moodys,"USA Wichita, KS Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MWIC,FHX1MED.IUSA_MWIC
moodys,"USA Williamsport, PA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MWII,FHX1MED.IUSA_MWII
moodys,"USA Wilmington, NC Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MWIM,FHX1MED.IUSA_MWIM
moodys,"USA Winchester, VA-WV Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MWIN,FHX1MED.IUSA_MWIN
moodys,"USA Winston-Salem, NC Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MWIS,FHX1MED.IUSA_MWIS
moodys,"USA Worcester, MA-CT Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MWOR,FHX1MED.IUSA_MWOR
moodys,"USA Yakima, WA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MYAK,FHX1MED.IUSA_MYAK
moodys,"USA York-Hanover, PA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MYOR,FHX1MED.IUSA_MYOR
moodys,"USA Youngstown-Warren-Boardman, OH-PA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MYOU,FHX1MED.IUSA_MYOU
moodys,"USA Yuba City, CA Median House Price",,,Level,USD,1000,FHX1MED_IUSA_MYUB,FHX1MED.IUSA_MYUB
